date, sn, test_result, dispensing_result, sfr_c, sfr_lu, sfr_ru, sfr_lb, sfr_rb, eSfrDiff, tilt_x, tilt_y, 						 center_x, center_y, coor_lt_x, coor_lt_y, coor_rt_x, coor_rt_y, coor_lb_x, coor_lb_y, coor_rb_x, coor_rb_y, eCoorDiff
#20181204181502, , 1, 0, 55.00, 47.80, 39.74, 39.67, 42.37, 15.00, 0.00, 0.00, 399.79, 239.99, 197.74, 80.78, 602.94, 83.32, 196.23, 397.35, 601.74, 399.76, 0.00
#20181204181954, , 1, 0, 55.00, 47.80, 39.74, 39.67, 42.37, 15.00, 0.00, 0.00, 399.79, 239.99, 197.74, 80.78, 602.94, 83.32, 196.23, 397.35, 601.74, 399.76, 0.00
