date, sn, test_result, dispensing_result, sfr_c, sfr_lu, sfr_ru, sfr_lb, sfr_rb, eSfrDiff, tilt_x, tilt_y, 						 center_x, center_y, coor_lt_x, coor_lt_y, coor_rt_x, coor_rt_y, coor_lb_x, coor_lb_y, coor_rb_x, coor_rb_y, eCoorDiff
#20181108184251, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184252, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184334, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184334, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184334, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184334, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184350, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108184351, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185615, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185615, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185616, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185616, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185616, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185616, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108185617, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
#20181108200830, , 0, 0, 62.09, 0.00, 62.09, 0.00, 0.00, 62.00, 0.00, 0.00, 306.00, 258.00, 181.00, 87.00, 511.00, 111.00, 167.00, 381.00, 461.00, 383.00, 66.00
